hex,target,confTime,timeGuessed
00292adc0f09bb3e3baed0bc996038dbb4dbb0a3a0e2686f576c91cd63300123,6.432893846517567e+74,214.94266080856323,418
00f12d4d9542a6c482437ddc8bd7c778f9e3849fc993fff66c45238b4b7ab8ed,6.6158053591843e+74,125.60577702522278,238
01448e72e1463d485d7ac3ea28a6c34ad74fec1d1f21323a6f76be7976fb231f,6.701765332346873e+74,42.59095215797424,74
00ee2a2256cc71160a72d999bec4b222add300fa38bd2dd9e2b48dad45a2222f,6.920835576258078e+74,35.93696331977844,66
01605ce40d7aee2c569a5c2c35d7b9a971d445cf04be8b388a024e9cb24fa3bf,6.941788199774512e+74,13.068294048309326,21
018acadd36434e9c4992f276d16d0186a5ac133863fb6434c31224f2f6349dad,7.131438104313951e+74,50.58616018295288,92
00151fdfcf7168e3333a9fb09c8146532a09038f41bc31fa4dc54b2fb421349d,7.121842258107391e+74,289.45698714256287,571
001dc5c9755d32e924335455fd156333a1941ce17ca2d9a62578ef4f75754a37,7.029491514394894e+74,112.02586531639099,213
00e0529442f5d6588aa47fbdd94dcd72a4a014b007679d74275cf5398605eaeb,6.995527885263306e+74,40.174683570861816,69
002335e8e35a493c35e46b800c57db4b23ebc84e18a0df9379c97845f00de54e,7.047319598638544e+74,54.66212177276611,99
0154735f2c1ffd15a3336cab457929042a31afbc57c80ececbaa6a2de48d805c,7.052922266063645e+74,230.6201946735382,452
00fc7f1bdb6b01ec58221c6dca8d6cf1d6d288f708f18f6991447bd6ea90f0d8,7.04703958729891e+74,41.50128197669983,77
00fff42216ae9cd9dcb0f6ec5d1b811f3998ce465e15201eee75d4054fedafc4,7.062301039173567e+74,15.238600254058838,24
006b2536c4dd60bc31166ae5321d5fe71b6ebe30eba226f0ff683efa07e8ce57,7.125867612828269e+74,55.58375072479248,107
015e53e490c64062cc607bd7fab745aa9923b857e35693ee3d0bb6c671b26a13,7.091119505891614e+74,11.272071599960327,13
0123bbfcbbee20cc1d7f55e38830569739dc33be4681a9a010ee798fda0d9601,7.272968493069214e+74,537.2009930610657,1063
004a8b05fcc3b9160ef0de4a7093f2b6eef4a3e503dc3a41e85f37a679a18f3f,7.207737407317779e+74,124.1241307258606,241
0156f0385d9528e6cbed478d4f58728d5722c350d4ffbaca6c19c819611b20dd,7.220298931704048e+74,94.93889141082764,185
01342230395da6870f50d9edee785878253267b1d3fcf30cc397a631e14a46bf,7.201193487862443e+74,205.36518549919128,403
0023f3ec22333ed18f3d0cddac2199fa7289c39075f28ff13ff8ec4bea730d31,7.103834523111181e+74,449.8603677749634,889
0046837eb85df6d0f4cb3fc627d547b3196f58d8ae9233d8da950eff39360707,7.039683212094409e+74,10.551645755767822,102
0062de33bddbcd9a1ef0e7026cf43ff58b9e6abb906338e98d49aa41a78fb59b,4.951637480326511e+74,18.879005193710327,30
00f979413b424782dfa4806ae436b6ed136de96a90161c19449cf425b5e49aa0,5.002912114989085e+74,5.1588850021362305,17
00f1d9391bac6e58eabde987ecf6449863ba0a62986ca11f671df1ee3d5d9bb9,4.68922185702283e+74,71.54493165016174,127
0022514439c7e9cc84a7be2d76b0a790b09b222f09a9ae4a1148c016429058f0,4.714984418264672e+74,442.2760064601898,876
000264b958e1e6040c824fdd26efaccc49bcf4b0de79d642d60d26e6a5ebc3c6,4.57622842994469e+74,100.04566550254822,190
00a6ae37c69d3b993f4778fa2e106216537b4c6228e4ad919714ba7c6ea0db98,4.589228796644579e+74,113.19459438323975,224
00f17cf4a4bba721cf38af8c3d29110bcc9d9daedc4594a4b251cae614dbfcd6,4.583132881244168e+74,73.80314207077026,138
00bb4fdc165e436ebf9a5e14f7068fff77f4d69ee5e20be6cde8d346be9c5e53,4.596031415241746e+74,156.38015818595886,306
007596c54303b920a0868e1e12da3154158d312bc1c5b4f672d1f7b3abd8e426,4.596949046497919e+74,216.88426852226257,421
008b5f0870d518b839af0c3b10adc0fdfbe4bca1a9616182e54748f39f0549d2,4.60271176872175e+74,91.20083236694336,187
00215a0d1f26e674a59485517f80b2ff280ecf197306284e73f5069f915f8c20,6.326511468988764e+74,140.31903672218323,278
0013d1c20cd2784b3b7e285f2cba462334fc83a549e945168f1c9daedcd066ed,6.206828946278305e+74,53.60985469818115,99
014ce0970397b734bbd9d55e220f69676887e342ec1a647b38ff184a028c2ded,6.673185591189836e+74,317.963241815567,632
0092f873da94a0444c80d900cc847ddd67b7224994a0703b1b4511d0bed41256,6.600421844773513e+74,92.378488779068,174
