hex,target,confTime,timeGuessed
00afeaaf245c1cd73b6c45f4e8897dd2563cf154bbb297ae33f88810025779e1,3.85973630791054e+74,35.48502969741821,62
00177db75e8f429b266733683abdbc2a3d83cfce3eedb8ae5ee444ee204daf74,4.418156693884156e+74,126.23743438720703,242
00c4217e5a8fdcde40d7a4fbd1f76492c77439d02dbfd634743c4b79b4e0cd4d,4.2134120591543185e+74,108.09121060371399,209
00a3d6be9d7b1778aa7bc58682361f6aabf9e5c9e746e7f3977a0ad6f957803a,4.1370641454872697e+74,60.63014626502991,111
0008c96b5776c8f76a0704d16d374accf9226c8fad47aec4ec7d39fcb3a328a7,4.1566439289922033e+74,54.13314390182495,96
001a0d2ee54f1d4df727a75bf9f17c5ac047d2b45462b7bbaee7909058e5e4ae,4.194468291283792e+74,76.95106959342957,144
0058c55a7687442e216ca78179c282df1df6f4c7899aedc35534def209d02775,4.182754003702576e+74,100.97082448005676,193
00b70d55d1d5f81ced7c9eeffd05c5a5b0caaf1367779f36d83e992389928cb1,4.1615272051650747e+74,116.80257153511047,233
008a001ad05789e8e4e6a44ffba88c57e8ba6c976c5d1b57fef4bfc936213bb3,4.122672810996382e+74,178.7458415031433,350
00bdc221cb16e79037b4c15b0daa1f6d7f4b9479a8d3998c5875c92a6c887eec,4.101826837485827e+74,250.89381957054138,487
00b5def028f1f1a18846f2c5221e440ba924afaf350e6d0ec0a1783d96599915,4.0889859046163373e+74,424.21632146835327,838
002303e95f0ccc2ef8783ea8dfb2ae4ff62354173462d957f9708ce381b391a6,4.0401515709120935e+74,139.80812644958496,273
00bd0a2dc7634678f0f5c671ebe5d67782acd5ac9cc21bf64379a3e748f96175,4.0326266359218235e+74,323.59029626846313,640
009dccf66a718701ff82977c900aeaae66126d7b03ab4c40b4efee27f71f6007,4.0233247424522734e+74,36.51564025878906,70
00d034139b79427c1322874d089911791d3dbc5b35a5fca667548c0d7e93b90a,4.005327122615051e+74,27.80425786972046,51
0096cfebed593f7a4e1ddc12cc581f093f6239facff0b00746cd2cf22cf9613f,3.992721827873603e+74,63.962178230285645,117
00d30c018d51ea081b53ce9c08df9ed13b1fe2f077c5995a9b3cbd1aa0032571,4.001437760973727e+74,248.458970785141,482
001f438d5bdfeef68f01078adb1a9d5fca820654f736ef1fd21cd8e62baa6a83,3.9955320156744686e+74,167.40836572647095,318
009d5b52df5543447b0e2a2a7d8f6e3a717eb4cea74fa9d0cf2546e1310583b0,4.015332500084367e+74,608.3017601966858,1218
007130326fcc8c4e94023b1bcaad539438fbdf73c656fc1b8f03e78a2453146a,4.0061203582797996e+74,36.52388644218445,62
00aab72486e8c1b0167b5f1b4157b62337ecf40d17a312c73e4ffc46d9d11b7d,4.057401334864447e+74,75.98647737503052,150
006549db34cb8188b01c6505a75e3e47925b5f8de53ca193f010036d354dad57,4.0576939069616934e+74,321.70240926742554,631
003895de423d5f4b76e91f4250337dd052d5e664a8a6430bbd05b928ff8a4026,4.0558255157368767e+74,95.92959928512573,180
006d7b2b312f41b0f4371f36feef5784ea768fb819047b85990e79dc7d42af48,4.077556200018838e+74,93.53529095649719,177
00589ad7464ddda3b6fa369af9979cc425e924322e8343dd7ca46f965549c143,4.08287295184168e+74,94.397869348526,177
0049b37cae30e2d0840702e435b004e97c2e7ddefa91989cfb752bc375c8960d,4.074083308866605e+74,312.0294053554535,615
008afe25d46ca7c2a884437ef355b3792d7fb627eccbbb3772e4f910ff97c77b,4.04382845191359e+74,712.455322265625,1425
00d5128247d5c0e381bc04d10c36c1670d502390f55b841d029fec1645d31c41,4.031122956848661e+74,148.48797464370728,282
0025b81954e46864b73963d09de266726b9be5bb26c6ceb407b70684f0f6b977,4.0312077838744297e+74,64.86581373214722,122
00154c5f72304669ce64273d098f17e6fc3863b916d21658d1ce8be0f663893e,4.056946503774344e+74,190.38361191749573,376
0077b9154ee828d1eb8cdd4dff76600cd42256ecc84e5ba86054ab83b893f58e,3.998643034230141e+74,109.85992288589478,210
004be9df7f562b1e0d5489d66793b91e3934d6f4b1ea6c4df0577612e473633c,4.011632703633141e+74,60.34773826599121,111
002f97c182ad7e08785a288d99cfeac5176c01858f350d983aa735a41b9050f3,4.037250140267487e+74,113.10356378555298,219
