hex,confTime,timeGuessed
085b2a38876eeddc33e3fbf612912d3d52a45c37cee95cf42cd3099d0a3fd8cb,3.000732421875,1
0e78437805639c14d6413de94c031fd1babdb561b7728d31ae06bfc5ff1766d4,1.0009112358093262,1
05d71853e0f1b20f35a53141ce30bf2ec29bff5662a4ce8c96f6e76ab560e0dc,11.002023935317993,2
284b7e6d788f363f910f7beb1910473e23ce9d6c871f1ce0f31f22a982d48ad4,1.0009102821350098,1
01d77b0b1bd2fecc8ddd43210d4d10934aa31db043675f53eb46907a031d10d2,4.0016443729400635,2
1828526428f17576e6581a0b9c893ecf79c1fdc20f495f0bdc98b559b25b92a6,5.002559423446655,2
172e1676eda470ede17e9d491554bcbe97ba4691f92880064c8cb29ec35a467e,2.000822067260742,1
0eaa69a16d7c358a329a7111a809bd2f9a7ff489596bdda17538705e9e03e05d,2.0008223056793213,1
1828526428f17576e6581a0b9c893ecf79c1fdc20f495f0bdc98b559b25b92a6,9.001201152801514,2
13990937ab8ca4413751a9012a31255e72a18ba3ac8d5c83dd511df50cf2a3e1,5.001557350158691,1
1a6d9c97798d8997f85ed9228296d533be6b47f97217709d7e2b628e21800220,1.0009119510650635,1
08c6f6cb289f84a3beefea674deba98e485691f1d1cc06df80dd1674fd6706c9,9.004204750061035,2
2f1987bf98c09d2f5d2a23a6ae29fa53b9aec8f07ed1330bd439122f5a1a2c2c,2.000821828842163,1
0ebe0fb634f8e4aca93dcdea090d01120e73df4c7da22888c595b593da608c78,7.001377105712891,1
3ce59e84971bc7e65e82559e90b01dbc96e5000411cb2748c35044baf5db753e,4.001646280288696,1
0ebe0fb634f8e4aca93dcdea090d01120e73df4c7da22888c595b593da608c78,3.001734972000122,1
15d45f2509126484f295a467baa497716a95742d401311586e75d5db3f88be9c,7.001378536224365,2
2a5f03ab4dc52c455d0a336a7dacdef3cf39faf519b4de2ad8b8595d663a9c43,8.003292083740234,4
17dc3303cd10e0824497a0874a4b86275e63c943e3fefba5f5760959dd525fc2,4.001646995544434,1
055f78940c07630352676197ab7c3ed8d5bb204d406e5c6ff101f870bc9b7dd7,5.000555515289307,1
27bb55ca7d1e8404f09fe32cd45c380b462107b39f2dee0c3e2193e25afdf1f6,4.001646041870117,1
2f619d680b998bca57ae0dd9fbcf26dd85269851c88155502051329380c484b8,5.001556634902954,2
055f78940c07630352676197ab7c3ed8d5bb204d406e5c6ff101f870bc9b7dd7,2.0008232593536377,1
109605b9bd377f6c636831a2a8a5c6f397e5887c28c3071688413a15388066c2,4.001645803451538,1
0546542b90c76d50b3f8480b8b330865f8e5f2a0622a0dc9c3d6d5746cd72a13,3.0007338523864746,1
2651ef0848ad80b3455337e9f54ec9ed24338c7a5bd86c5c5aab996b35fd3804,7.002379894256592,2
055f78940c07630352676197ab7c3ed8d5bb204d406e5c6ff101f870bc9b7dd7,5.000556230545044,1
3b731d7620bf723f5df5cb3dc1ab0c3f452db716712cc14379a4dfd92d19182f,4.001645803451538,2
0ded688ee74a1511c09a4cc41ecc8272a6435b7f643b435b4dbf43a5cb329a3a,2.001823663711548,1
02f99d2002c703f1669e358989f1663e1e38e96297dcb3bb70fb67b0d74fb877,1.0009102821350098,1
059f5e543bd484b00e235edc5083558c59d45706bd99c14422bda8868c6c6f90,11.002022743225098,3
2611b07ac9addfb7d2e4259eb234bc7e240931c54564e05eb7e25f5d69780efc,2.001823902130127,2
01cbde8c463f2a8f765d1e8af8e7b4426bc885b18bfe8b640ebd4496912e1798,7.002379894256592,3
0546542b90c76d50b3f8480b8b330865f8e5f2a0622a0dc9c3d6d5746cd72a13,1.0009114742279053,1
05758cd3875ad2171484c0026ccbb8adc210cd2d852407e3c7af1b751f35fdd6,5.001557350158691,2
0f179fbfd346fdd67b2f7276afcef7e3b617e71e86088ae47bc5cec86d9e5594,8.002290487289429,2
284b7e6d788f363f910f7beb1910473e23ce9d6c871f1ce0f31f22a982d48ad4,2.0008225440979004,1
1625f9db144171f78dc64afa00f5f5065f176d05eb8f9dcb11f6c8cd3624aaa6,1.0009114742279053,1
