hex,target,confTime,timeGuessed
00a7b51376a218bea593fd18939d5d70771d1fc3492c9e9998a0537e8a2c75fb,3.6185027886661313e+74,32.00920510292053,860
009c6d5d876a7333991efc843bd119fa94438d23a03664955718927816141dc3,4.309782248480153e+74,5.509007215499878,297
0078d6dc19c5c774242fc15422cafe022451b74e16cbfbf16c889a5f85be7eca,2.8668865862756063e+74,40.37869715690613,1199
002eae137c66ae332d08ff2a33d4d9272c130c7ab7d66e4a191a5b46dac6e7b8,3.1444490318714234e+74,27.249765872955322,672
00a907a0e5972d692776958cb124f64dd2aaa00f76eea1d646f2a753161afda2,3.4274842914041026e+74,4.955503702163696,311
004950f7055de4ff5d8b331585d8de702a78201144ed45e5db9a5efb955c66e8,2.925636636104142e+74,19.320558309555054,422
0095045bc6385405a7602e7e785411531debb2ac270e41517935d916a6f3adc9,3.161786912780447e+74,16.427929878234863,417
005921644bf8a58b72d7471c76a6a8def918370217149061e1d9a4fad46cd511,3.306756243832415e+74,10.567604780197144,332
00a4f0e7c16be4fbeb3e643c092ece981d63e029f59cee0b4df6eb6b9d52bcd0,3.3498050899999396e+74,20.860957384109497,488
002cf9eaadd0ab0ef0f7d55426ab8d3248bd538d665e368545b7d7754fdb031c,3.4746024493063616e+74,14.401088953018188,394
006823356c64a0dd11268493173e362eaa1e266a57f1e6876b5558f0fd5185f0,3.53794234276564e+74,10.834847211837769,297
00370e0ea149255242707024b8f122751b09f134a18eaf010a975c687693bc5e,3.532068457137643e+74,9.665785789489746,316
0014d40637a7d1043b848b0b8a4c4e3b86a620cfa72a537f391aef6ac2fd3d4c,3.7765053719877753e+74,10.083162784576416,468
0091ae65c2bf479bdbf957e5aeeee1408afb4c0fef63ea75d5f5787ce1713a94,3.5812147857077697e+74,16.763235807418823,344
006de6e4f21a9a1957f325c8dc531c7f850b80bbdba1b7e4fdecee74faec7c80,3.627660242934667e+74,16.110642194747925,322
00daca5f801721ccdd2e3daa30c5d789baa8c263ae1cc48b629bd4924b67ff01,4.1889834986563667e+74,7.927203416824341,301
0020f6613571455ca8f63dff2711b8e7e1ba44020d2e1142f23c60fe6dc413a1,3.9580409628984233e+74,25.33102250099182,733
00119e1f3b48dfbc36d8b52fbc16359476e5cc3e9b6552a91d3bb7023974874a,3.910544161057432e+74,10.761781692504883,308
00b1fa5da7f6772e06c28f9bb4dc27afadf5d38e7fd1a9e967998f09eaaf07cb,3.9478352942752724e+74,4.04267430305481,286
0046f8cb892a04bdcfbec8e8cf0318406cee4ee25f30eda869af94ca2d040006,3.399076111859709e+74,5.053593158721924,283
0084436128dd4f6aa5843b5ad8332b93f1fb2333bc9b20465eda31b660361c91,3.1354626873979416e+74,24.17397117614746,667
005fdbe85789a421a51ea066d95ff7876dc937f52191232415a07660c75dfe62,3.133934272265376e+74,16.240760564804077,358
001dda8c7beeff481b7cc536ffbc59817385448c02b554ae3c5ca68084ce8624,3.226943206743113e+74,11.024019479751587,338
00655ed105d54a3a0ca7a2d4a916be1916ee35b2f27acbbc73363b7d9a520ff1,3.3751212904402204e+74,19.123380661010742,384
00994676f3ad6fd90bc1d34b5e7f8f870cef218ed4a215a3a43ce57dcabd63e8,3.379465029061067e+74,11.346312046051025,286
00804f6b4283583520ac04c6d7761172f082fa402e42f87153c5f901aa520d44,3.3287552811218087e+74,5.316831588745117,348
00544aaa4f7ade66089d2e6319f8669ee2447607dda5a3b3efb997df79a0f561,3.0850247364747953e+74,12.904728412628174,318
0050513b906083e8c4f7f87f70251a5878d6e9986e9b71224e2c65275c87ed0a,3.12073320508835e+74,30.00326895713806,722
004a88394b27e14ee0c1f39847db8b8169dedc260892c0be9ea7d6b2d2583888,3.1595267840357165e+74,11.359325170516968,293
0060730f07fe4d9f2035d169c6257cf084c59e847ce7515d3425c6c35d364df0,3.6012384417967697e+74,6.362290620803833,329
008fe7f65792b7f83638412fb4f2dda9321d0ceab9ab89be88285b2e4e03eab8,3.6499234146952226e+74,14.600269794464111,377
